FP	TP
0.4531306806491003	0.9519680823824621
0.3546106997650197	0.9366163414849886
0.3235681191253451	0.9269889154248311
0.30444275039622065	0.9194499145728877
0.2894228631782555	0.913617593795245
0.2766899410623982	0.908106497581505
0.25936442638894563	0.9028821757610461
0.25024302400049514	0.898134569815133
0.24175377930373357	0.8936011135784881

